Production date,Plant,Work center,Material,Material Description,Production in PHCs,,
1/14/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"38,688",,
1/15/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"15,678",,
1/15/2024,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"32,747",,
1/15/2024,3011,PRD-01,103-541,COCA-COLA  PET 1.5L /6,79,,
1/15/2024,3003,PRD-01,131-400,DASANI WATER PET 500ML 1X12,"16,286",,
1/15/2024,3007,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"17,680",,
1/15/2024,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,107,,
1/15/2024,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,143,,
1/15/2024,3005,PRD-02,108-400,COCA-COLA  PET 750ML 1X6,"49,062",,
1/15/2024,3005,PRD-02,298-400,SPRITE  PET 750ML 1X6,168,,
1/15/2024,3005,PRD-03,104-320,CC RPET1LT 1X6 PROMO,"44,335",,
1/15/2024,3006,PRD-03,104-320,CC RPET1LT 1X6 PROMO,"1,529",,
1/15/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,203,,
1/15/2024,3006,PRD-03,294-300,SPRITE PET1L 1X6,"14,196",,
1/15/2024,3003,PRD-03,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"17,732",,
1/15/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"19,422",,
1/15/2024,3005,PRD-04,103-535,COCA-COLA 1.5L 6BPET  PROMO,"5,863",,
1/15/2024,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"60,775",,
1/15/2024,3005,PRD-04,103-575,CC RPET1.5LT 1X6 PROMO,120,,
1/15/2024,3003,PRD-05,190-106,FANTA ORAN.250ML UPGRADE CONV.,"3,978",,
1/15/2024,3007,PRD-05,290-130,SPRITE RB250,"9,672",,
1/15/2024,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"27,027",,
1/15/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"64,428",,
1/15/2024,3002,PRD-06,294-130,SPRITE PET 2.25L,"19,968",,
1/15/2024,3007,PRD-06,294-300,SPRITE PET1L 1X6,"23,587",,
1/15/2024,3002,PRD-07,301-401,SPR ZERO PET500ML 1X12 NEW,"8,208",,
1/15/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"8,892",,
1/15/2024,3002,PRD-10,291-730,SPRITE BIB 20 Lt_Import,364,,
1/15/2024,3012,TPRD-01,103-541,COCA-COLA  PET 1.5L /6,"96,239",,
1/15/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"49,972",,
1/15/2024,3006,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"8,866",,
1/16/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"29,172",,
1/16/2024,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"147,433",,
1/16/2024,3003,PRD-01,131-400,DASANI WATER PET 500ML 1X12,"11,102",,
1/16/2024,3007,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"46,410",,
1/16/2024,3006,PRD-01,290-130,SPRITE RB250,"10,764",,
1/16/2024,3003,PRD-01,733-528,CC ZERO SGR PET1.5L 1X6-KN,"2,574",,
1/16/2024,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"145,860",,
1/16/2024,3005,PRD-02,108-400,COCA-COLA  PET 750ML 1X6,"24,242",,
1/16/2024,3005,PRD-02,290-527,SPR LEMON PET 2L 1X6,"18,928",,
1/16/2024,3005,PRD-03,104-320,CC RPET1LT 1X6 PROMO,"85,613",,
1/16/2024,3006,PRD-03,194-375,FANTA ORANGE PET1LT UPGRADE,"16,162",,
1/16/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"18,590",,
1/16/2024,3006,PRD-03,294-300,SPRITE PET1L 1X6,"48,365",,
1/16/2024,3003,PRD-03,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"24,665",,
1/16/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"23,244",,
1/16/2024,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"114,686",,
1/16/2024,3003,PRD-05,190-106,FANTA ORAN.250ML UPGRADE CONV.,"12,071",,
1/16/2024,3007,PRD-05,290-130,SPRITE RB250,"24,102",,
1/16/2024,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"70,785",,
1/16/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"94,349",,
1/16/2024,3002,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"33,900",,
1/16/2024,3002,PRD-06,294-130,SPRITE PET 2.25L,"26,464",,
1/16/2024,3007,PRD-06,294-300,SPRITE PET1L 1X6,"51,324",,
1/16/2024,3002,PRD-07,112-402,CC PET 350ML 1X12 - PROMO,"9,173",,
1/16/2024,3002,PRD-07,301-401,SPR ZERO PET500ML 1X12 NEW,"20,324",,
1/16/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"30,732",,
1/16/2024,3002,PRD-10,731-631,CC ZERO SGR POM10LT 1X1,776,,
1/16/2024,3012,TPRD-01,103-541,COCA-COLA  PET 1.5L /6,"71,786",,
1/16/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"59,644",,
1/16/2024,3006,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"6,045",,
1/17/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"28,470",,
1/17/2024,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"155,155",,
1/17/2024,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"4,940",,
1/17/2024,3007,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"66,690",,
1/17/2024,3006,PRD-01,290-130,SPRITE RB250,"11,232",,
1/17/2024,3011,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"4,576",,
1/17/2024,3003,PRD-01,733-528,CC ZERO SGR PET1.5L 1X6-KN,"9,148",,
1/17/2024,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,52,,
1/17/2024,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"91,621",,
1/17/2024,3005,PRD-02,108-400,COCA-COLA  PET 750ML 1X6,99,,
1/17/2024,3005,PRD-02,193-575,FANTA ORANGE PET1.5LT UPGRADE,"22,451",,
1/17/2024,3005,PRD-02,290-527,SPR LEMON PET 2L 1X6,"32,358",,
1/17/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"3,276",,
1/17/2024,3005,PRD-03,104-320,CC RPET1LT 1X6 PROMO,"76,658",,
1/17/2024,3006,PRD-03,194-375,FANTA ORANGE PET1LT UPGRADE,"2,577",,
1/17/2024,3006,PRD-03,290-527,SPR LEMON PET 2L 1X6,"28,288",,
1/17/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"85,943",,
1/17/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"27,066",,
1/17/2024,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"54,483",,
1/17/2024,3003,PRD-05,100-170,COCA-COLA RB250ML 1X24 CONV.,"15,600",,
1/17/2024,3007,PRD-05,290-130,SPRITE RB250,"25,740",,
1/17/2024,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"47,115",,
1/17/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"107,671",,
1/17/2024,3007,PRD-06,194-375,FANTA ORANGE PET1LT UPGRADE,"38,220",,
1/17/2024,3007,PRD-06,294-300,SPRITE PET1L 1X6,463,,
1/17/2024,3002,PRD-07,112-402,CC PET 350ML 1X12 - PROMO,"13,250",,
1/17/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"29,796",,
1/17/2024,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
1/17/2024,3012,TPRD-01,103-541,COCA-COLA  PET 1.5L /6,"98,384",,
1/17/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"58,032",,
1/17/2024,3006,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"2,626",,
1/17/2024,3006,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"2,418",,
1/18/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"27,768",,
1/18/2024,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"58,630",,
1/18/2024,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"12,740",,
1/18/2024,3007,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"20,670",,
1/18/2024,3002,PRD-01,290-130,SPRITE RB250,"1,716",,
1/18/2024,3006,PRD-01,290-130,SPRITE RB250,"11,076",,
1/18/2024,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"79,365",,
1/18/2024,3011,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"102,276",,
1/18/2024,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,111,,
1/18/2024,3011,PRD-02,103-575,CC RPET1.5LT 1X6 PROMO,"50,479",,
1/18/2024,3005,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"2,402",,
1/18/2024,3005,PRD-02,193-575,FANTA ORANGE PET1.5LT UPGRADE,"50,765",,
1/18/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"36,036",,
1/18/2024,3006,PRD-03,290-527,SPR LEMON PET 2L 1X6,"10,881",,
1/18/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"62,348",,
1/18/2024,3006,PRD-03,294-130,SPRITE PET 2.25L,"20,687",,
1/18/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"16,770",,
1/18/2024,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"109,109",,
1/18/2024,3003,PRD-05,100-170,COCA-COLA RB250ML 1X24 CONV.,"7,800",,
1/18/2024,3007,PRD-05,290-130,SPRITE RB250,"24,960",,
1/18/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"79,061",,
1/18/2024,3007,PRD-06,191-475,FANTA ORANGE PET500ML UPGRADE,"13,905",,
1/18/2024,3007,PRD-06,194-375,FANTA ORANGE PET1LT UPGRADE,"3,335",,
1/18/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"24,258",,
1/18/2024,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
1/18/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"59,345",,
1/18/2024,3012,TPRD-01,103-541,COCA-COLA  PET 1.5L /6,"37,603",,
1/18/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"7,774",,
1/18/2024,3004,TPRD-1,194-675,FANTA ORANGE CAN250ML UPGRADE,"34,606",,
1/18/2024,3006,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"12,896",,
1/19/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"26,520",,
1/19/2024,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,560,,
1/19/2024,3007,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"28,288",,
1/19/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"2,145",,
1/19/2024,3002,PRD-01,290-130,SPRITE RB250,"7,410",,
1/19/2024,3006,PRD-01,290-130,SPRITE RB250,"9,906",,
1/19/2024,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"119,405",,
1/19/2024,3003,PRD-02,100-130,COCA-COLA RB 250 ML,312,,
1/19/2024,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,135,,
1/19/2024,3011,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"19,098",,
1/19/2024,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"60,346",,
1/19/2024,3011,PRD-02,103-575,CC RPET1.5LT 1X6 PROMO,"11,362",,
1/19/2024,3005,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"78,406",,
1/19/2024,3005,PRD-02,193-575,FANTA ORANGE PET1.5LT UPGRADE,733,,
1/19/2024,3011,PRD-02,294-300,SPRITE PET1L 1X6,"66,612",,
1/19/2024,3006,PRD-03,103-575,CC RPET1.5LT 1X6 PROMO,"6,292",,
1/19/2024,3006,PRD-03,104-121,CC RPET2.25LT 1X6,"13,666",,
1/19/2024,3005,PRD-03,104-320,CC RPET1LT 1X6 PROMO,"2,184",,
1/19/2024,3005,PRD-03,112-402,CC PET 350ML 1X12 - PROMO,"25,735",,
1/19/2024,3004,PRD-03,290-130,SPRITE RB250,"1,482",,
1/19/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"108,108",,
1/19/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"5,850",,
1/19/2024,3005,PRD-04,101-404,CC RPET500ML 1X12 PROMO,"9,009",,
1/19/2024,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"56,238",,
1/19/2024,3004,PRD-04,290-130,SPRITE RB250,702,,
1/19/2024,3003,PRD-05,100-170,COCA-COLA RB250ML 1X24 CONV.,"11,622",,
1/19/2024,3007,PRD-05,290-130,SPRITE RB250,"20,116",,
1/19/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"99,809",,
1/19/2024,3007,PRD-06,191-475,FANTA ORANGE PET500ML UPGRADE,"27,404",,
1/19/2024,3002,PRD-07,112-402,CC PET 350ML 1X12 - PROMO,"32,614",,
1/19/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"29,952",,
1/19/2024,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"10,234",,
1/19/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"99,528",,
1/19/2024,3006,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"3,250",,
1/20/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"18,798",,
1/20/2024,3011,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"41,215",,
1/20/2024,3011,PRD-01,104-320,CC RPET1LT 1X6 PROMO,"23,369",,
1/20/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"49,621",,
1/20/2024,3002,PRD-01,290-130,SPRITE RB250,"13,962",,
1/20/2024,3006,PRD-01,290-130,SPRITE RB250,"6,089",,
1/20/2024,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,59,,
1/20/2024,3003,PRD-02,100-130,COCA-COLA RB 250 ML,"4,758",,
1/20/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"49,764",,
1/20/2024,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"88,946",,
1/20/2024,3004,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,169,,
1/20/2024,3005,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"59,405",,
1/20/2024,3004,PRD-02,294-300,SPRITE PET1L 1X6,"10,920",,
1/20/2024,3011,PRD-02,294-300,SPRITE PET1L 1X6,"38,420",,
1/20/2024,3005,PRD-03,104-320,CC RPET1LT 1X6 PROMO,"1,966",,
1/20/2024,3005,PRD-03,112-402,CC PET 350ML 1X12 - PROMO,"39,749",,
1/20/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"74,789",,
1/20/2024,3005,PRD-04,101-404,CC RPET500ML 1X12 PROMO,"44,645",,
1/20/2024,3004,PRD-04,290-130,SPRITE RB250,"8,424",,
1/20/2024,3003,PRD-05,100-170,COCA-COLA RB250ML 1X24 CONV.,"15,154",,
1/20/2024,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"32,461",,
1/20/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,216,,
1/20/2024,3003,PRD-06,294-300,SPRITE PET1L 1X6,"106,579",,
1/20/2024,3002,PRD-07,112-402,CC PET 350ML 1X12 - PROMO,"33,184",,
1/20/2024,3002,PRD-07,309-700,SPRITE LEMON PET 350ML 1X12,"12,740",,
1/20/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"27,846",,
1/20/2024,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"8,237",,
1/20/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"56,017",,
1/20/2024,3012,TPRD-01,103-541,COCA-COLA  PET 1.5L /6,"43,043",,
1/20/2024,3006,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,130,,
1/21/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,78,,
1/21/2024,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,130,,
1/21/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"10,774",,
1/21/2024,3002,PRD-01,290-130,SPRITE RB250,"4,758",,
1/21/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"52,624",,
1/21/2024,3005,PRD-03,112-402,CC PET 350ML 1X12 - PROMO,"15,798",,
1/21/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"31,556",,
1/21/2024,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"9,913",,
1/21/2024,3003,PRD-06,294-300,SPRITE PET1L 1X6,"29,702",,
1/21/2024,3002,PRD-07,309-700,SPRITE LEMON PET 350ML 1X12,"16,562",,
1/21/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"7,488",,
1/21/2024,3012,TPRD-01,103-541,COCA-COLA  PET 1.5L /6,"98,527",,
1/21/2024,3006,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"13,299",,
1/21/2024,3006,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"14,118",,
1/22/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,78,,
1/22/2024,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,33,,
1/22/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"27,456",,
1/22/2024,3002,PRD-01,290-130,SPRITE RB250,"7,098",,
1/22/2024,3002,PRD-02,101-418,COCA-COLA 500ML12PET PROMO,"25,225",,
1/22/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,202,,
1/22/2024,3005,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"1,221",,
1/22/2024,3004,PRD-02,294-300,SPRITE PET1L 1X6,"80,951",,
1/22/2024,3004,PRD-04,100-130,COCA-COLA RB 250 ML,52,,
1/22/2024,3005,PRD-04,101-404,CC RPET500ML 1X12 PROMO,146,,
1/22/2024,3002,PRD-05,104-302,COCA-COLA 1.0L 6BPET PROMO,"9,173",,
1/22/2024,3003,PRD-05,190-106,FANTA ORAN.250ML UPGRADE CONV.,52,,
1/22/2024,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"16,445",,
1/22/2024,3002,PRD-07,309-700,SPRITE LEMON PET 350ML 1X12,"28,538",,
1/22/2024,3002,PRD-08,190-175,FANTA ORANGE RB250ML UPGRADE,"6,552",,
1/22/2024,3012,TPRD-01,103-541,COCA-COLA  PET 1.5L /6,"99,099",,
1/23/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"17,394",,
1/23/2024,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"3,770",,
1/23/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"37,621",,
1/23/2024,3002,PRD-01,290-130,SPRITE RB250,"18,876",,
1/23/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"8,437",,
1/23/2024,3002,PRD-02,101-418,COCA-COLA 500ML12PET PROMO,"66,209",,
1/23/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"2,431",,
1/23/2024,3004,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"16,817",,
1/23/2024,3004,PRD-02,294-300,SPRITE PET1L 1X6,"91,728",,
1/23/2024,3005,PRD-02,294-300,SPRITE PET1L 1X6,"69,014",,
1/23/2024,3006,PRD-03,103-575,CC RPET1.5LT 1X6 PROMO,"19,877",,
1/23/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"30,173",,
1/23/2024,3005,PRD-03,309-700,SPRITE LEMON PET 350ML 1X12,"25,225",,
1/23/2024,3004,PRD-04,290-130,SPRITE RB250,"6,240",,
1/23/2024,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,"19,734",,
1/23/2024,3002,PRD-05,104-302,COCA-COLA 1.0L 6BPET PROMO,"39,749",,
1/23/2024,3003,PRD-05,290-170,SPRITE RB250ML 1X24 CONV.,"5,538",,
1/23/2024,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"45,331",,
1/23/2024,3002,PRD-07,191-475,FANTA ORANGE PET500ML UPGRADE,"14,815",,
1/23/2024,3002,PRD-07,309-700,SPRITE LEMON PET 350ML 1X12,"7,612",,
1/23/2024,3002,PRD-08,190-175,FANTA ORANGE RB250ML UPGRADE,"14,801",,
1/23/2024,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"8,237",,
1/23/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"36,179",,
1/23/2024,3012,TPRD-01,103-541,COCA-COLA  PET 1.5L /6,"21,602",,
1/23/2024,3004,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"9,672",,
1/24/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"24,804",,
1/24/2024,3004,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"67,353",,
1/24/2024,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"54,860",,
1/24/2024,3002,PRD-01,290-130,SPRITE RB250,"20,826",,
1/24/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"51,051",,
1/24/2024,3011,PRD-02,101-418,COCA-COLA 500ML12PET PROMO,"43,844",,
1/24/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"171,314",,
1/24/2024,3004,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"41,714",,
1/24/2024,3005,PRD-02,294-300,SPRITE PET1L 1X6,"113,786",,
1/24/2024,3006,PRD-03,103-575,CC RPET1.5LT 1X6 PROMO,"41,885",,
1/24/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,"2,038",,
1/24/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"107,536",,
1/24/2024,3006,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"14,872",,
1/24/2024,3005,PRD-03,309-700,SPRITE LEMON PET 350ML 1X12,"42,042",,
1/24/2024,3004,PRD-04,290-130,SPRITE RB250,"10,452",,
1/24/2024,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,"41,470",,
1/24/2024,3002,PRD-05,104-302,COCA-COLA 1.0L 6BPET PROMO,"59,842",,
1/24/2024,3003,PRD-05,290-170,SPRITE RB250ML 1X24 CONV.,"24,882",,
1/24/2024,3007,PRD-06,103-535,COCA-COLA 1.5L 6BPET  PROMO,"20,592",,
1/24/2024,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"24,886",,
1/24/2024,3003,PRD-06,294-300,SPRITE PET1L 1X6,"6,552",,
1/24/2024,3002,PRD-07,191-475,FANTA ORANGE PET500ML UPGRADE,"20,307",,
1/24/2024,3002,PRD-07,731-404,CC ZERO SGR PET500ML 1X12-KN,"3,403",,
1/24/2024,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,915,,
1/24/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"95,667",,
1/24/2024,3006,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"7,254",,
1/24/2024,3004,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"55,614",,
1/25/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"25,428",,
1/25/2024,3004,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"136,136",,
1/25/2024,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"59,930",,
1/25/2024,3002,PRD-01,290-130,SPRITE RB250,"20,124",,
1/25/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"65,923",,
1/25/2024,3011,PRD-02,101-418,COCA-COLA 500ML12PET PROMO,"2,094",,
1/25/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"173,173",,
1/25/2024,3004,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"9,391",,
1/25/2024,3005,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"24,242",,
1/25/2024,3011,PRD-02,291-430,SPRITE PET500  1X12,"4,004",,
1/25/2024,3005,PRD-02,294-300,SPRITE PET1L 1X6,"77,095",,
1/25/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,"65,229",,
1/25/2024,3004,PRD-03,290-130,SPRITE RB250,858,,
1/25/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"130,130",,
1/25/2024,3006,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"55,147",,
1/25/2024,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,"120,978",,
1/25/2024,3002,PRD-05,104-302,COCA-COLA 1.0L 6BPET PROMO,"68,359",,
1/25/2024,3003,PRD-05,290-170,SPRITE RB250ML 1X24 CONV.,"21,372",,
1/25/2024,3007,PRD-06,103-535,COCA-COLA 1.5L 6BPET  PROMO,"48,620",,
1/25/2024,3003,PRD-06,294-300,SPRITE PET1L 1X6,"83,866",,
1/25/2024,3002,PRD-07,306-800,SPRITE LEMON-MINT PET500MLX12,"12,212",,
1/25/2024,3002,PRD-07,731-404,CC ZERO SGR PET500ML 1X12-KN,"20,045",,
1/25/2024,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
1/25/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"97,812",,
1/25/2024,3006,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"4,433",,
1/25/2024,3004,TPRD-1,315-001,SPR ZERO CAN250ML 1X12 NEW,"29,822",,
1/25/2024,3004,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"2,171",,
1/26/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"30,966",,
1/26/2024,3004,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"113,685",,
1/26/2024,3011,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"66,819",,
1/26/2024,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"44,460",,
1/26/2024,3006,PRD-01,190-175,FANTA ORANGE RB250ML UPGRADE,"8,538",,
1/26/2024,3002,PRD-01,290-130,SPRITE RB250,"18,018",,
1/26/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"60,775",,
1/26/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"163,306",,
1/26/2024,3004,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"5,897",,
1/26/2024,3005,PRD-02,104-302,COCA-COLA 1.0L 6BPET PROMO,"127,764",,
1/26/2024,3011,PRD-02,291-430,SPRITE PET500  1X12,"30,948",,
1/26/2024,3005,PRD-02,294-300,SPRITE PET1L 1X6,94,,
1/26/2024,3005,PRD-03,112-400,CC PET 350ML 1X12,"23,300",,
1/26/2024,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"115,544",,
